형태소,품사,분류,카운트
’,Punctuation,독서신문,3
’,Punctuation,동아일보,2
’,Punctuation,매경이코노미,1
’,Punctuation,매일경제,1
’,Punctuation,문화뉴스,1
’,Punctuation,문화일보,1
’,Punctuation,미디어오늘,1
’,Punctuation,미주한국일보,1
’,Punctuation,블록체인밸리,2
’,Punctuation,비욘드포스트,2
’,Punctuation,서울신문,2
’,Punctuation,서울와이어,2
’,Punctuation,세계일보,3
’,Punctuation,스포츠경향,2
’,Punctuation,시사매거진,2
’,Punctuation,아시아뉴스통신,1
’,Punctuation,아시아투데이,5
’,Punctuation,아주경제,1
’,Punctuation,업코리아,4
’,Punctuation,에너지경제,2
’,Punctuation,오피니언뉴스,1
’,Punctuation,울산종합일보,1
’,Punctuation,월간조선,4
’,Punctuation,인사이트코리아,2
’,Punctuation,인천일보,2
’,Punctuation,일간리더스경제,2
’,Punctuation,일간투데이,3
’,Punctuation,일요시사,1
’,Punctuation,일요신문,1
’,Punctuation,제주교통복지신문,2
’,Punctuation,조선에듀,1
’,Punctuation,중부일보,1
’,Punctuation,천지일보,2
’,Punctuation,축산신문,1
’,Punctuation,크리스천투데이,1
’,Punctuation,톱스타뉴스,3
’,Punctuation,한국스포츠통신,1
’,Punctuation,한라일보,1
’,Punctuation,화이트페이퍼,1
"’,",Punctuation,MK스포츠,1
"’,",Punctuation,뉴스토마토,1
"’,",Punctuation,뉴스투데이,1
"’,",Punctuation,더셀럽,1
"’,",Punctuation,아주경제,1
"’,",Punctuation,톱스타뉴스,1
’...,Punctuation,글로벌에듀,1
’...,Punctuation,내외뉴스통신,1
’…,Punctuation,국제신문,1
’…,Punctuation,아시아투데이,1
’…,Punctuation,이데일리,1
’…,Punctuation,인사이트,1
“,Foreign,교통신문,2
“,Foreign,국민일보,2
“,Foreign,뉴스인사이드,3
“,Foreign,브릿지경제,1
“,Foreign,서울신문,1
“,Foreign,서울와이어,2
“,Foreign,세계일보,1
“,Foreign,아시아투데이,3
“,Foreign,위키트리,5
“,Foreign,이코노뉴스,1
“,Foreign,일요시사,2
“,Foreign,중도일보,2
“,Foreign,천지일보,1
“,Foreign,헤럴드경제,1
“,Foreign,화이트페이퍼,2
“‘,Foreign,일요신문,1
”,Foreign,교통신문,2
”,Foreign,국민일보,2
”,Foreign,뉴스인사이드,3
”,Foreign,브릿지경제,1
”,Foreign,서울신문,1
”,Foreign,서울와이어,2
”,Foreign,세계일보,1
”,Foreign,아시아투데이,3
”,Foreign,위키트리,5
”,Foreign,이데일리,2
”,Foreign,이코노뉴스,1
”,Foreign,일요시사,2
”,Foreign,일요신문,1
”,Foreign,중도일보,2
”,Foreign,천지일보,1
”,Foreign,헤럴드경제,1
”,Foreign,화이트페이퍼,2
…,Punctuation,EBN,1
…,Punctuation,KBS,2
…,Punctuation,MBN,1
…,Punctuation,MK스포츠,1
…,Punctuation,SBS funE,1
…,Punctuation,YTN,1
…,Punctuation,sbn뉴스,2
…,Punctuation,강원일보,1
…,Punctuation,경상매일신문,2
…,Punctuation,광명지역신문,2
…,Punctuation,교통신문,1
…,Punctuation,국민일보,3
…,Punctuation,국제뉴스,1
…,Punctuation,국제신문,5
…,Punctuation,글로벌에듀,1
…,Punctuation,글로벌이코노믹,1
…,Punctuation,녹색경제신문,2
…,Punctuation,뉴스1,1
…,Punctuation,뉴스컬처,1
…,Punctuation,뉴스타운,1
…,Punctuation,뉴스토마토,1
…,Punctuation,대구일보,1
…,Punctuation,더셀럽,1
…,Punctuation,데일리안,1
…,Punctuation,데일리한국,1
…,Punctuation,매일경제,1
…,Punctuation,머니S,2
…,Punctuation,머니투데이,1
…,Punctuation,문화뉴스,1
…,Punctuation,문화일보,1
…,Punctuation,미디어펜,1
…,Punctuation,부산일보,1
…,Punctuation,브릿지경제,1
…,Punctuation,블록체인밸리,2
…,Punctuation,비욘드포스트,2
…,Punctuation,서울경제,1
…,Punctuation,서울와이어,1
…,Punctuation,세계일보,2
…,Punctuation,스포츠경향,1
…,Punctuation,시사매거진,3
…,Punctuation,아시아경제,1
…,Punctuation,아시아투데이,2
…,Punctuation,아주경제,1
…,Punctuation,업코리아,3
…,Punctuation,에너지경제,1
…,Punctuation,엑스포츠뉴스,1
…,Punctuation,위키트리,1
…,Punctuation,이뉴스투데이,1
…,Punctuation,이데일리,1
…,Punctuation,이코노뉴스,1
…,Punctuation,이투데이,1
…,Punctuation,인사이트코리아,2
…,Punctuation,인천일보,2
…,Punctuation,일간리더스경제,3
…,Punctuation,일요시사,1
…,Punctuation,전기신문,1
…,Punctuation,제민일보,1
…,Punctuation,제주교통복지신문,2
…,Punctuation,조선일보,2
…,Punctuation,조세일보,1
…,Punctuation,중도일보,2
…,Punctuation,천지일보,2
…,Punctuation,축산신문,1
…,Punctuation,크리스천투데이,1
…,Punctuation,톱스타뉴스,2
…,Punctuation,한국경제,1
…,Punctuation,한국금융신문,1
…,Punctuation,한국스포츠통신,1
…,Punctuation,한스경제,2
…,Punctuation,헤럴드경제,1
…,Punctuation,화이트페이퍼,1
…,Punctuation,환경미디어,3
"…""",Punctuation,MBN,1
"…""",Punctuation,골프타임즈,1
"…""",Punctuation,국제뉴스,1
"…""",Punctuation,녹색경제신문,1
"…""",Punctuation,뉴스렙,1
"…""",Punctuation,뉴스인사이드,1
"…""",Punctuation,뉴스타운,1
"…""",Punctuation,문화뉴스,1
"…""",Punctuation,서울경제,1
"…""",Punctuation,스포츠투데이,1
"…""",Punctuation,아주경제,1
"…""",Punctuation,에너지경제,1
"…""",Punctuation,이투데이,2
"…""",Punctuation,전기신문,2
"…""",Punctuation,한국경제,2
…',Punctuation,뉴스렙,1
…',Punctuation,대구일보,1
…',Punctuation,매일경제,1
…',Punctuation,머니투데이,1
…’,Punctuation,중부일보,1
↑,Foreign,골프타임즈,1
↑,Foreign,울산종합일보,1
↑,Foreign,한국정경신문,1
→,Foreign,녹색경제신문,1
→,Foreign,마이데일리,2
→,Foreign,톱스타뉴스,1
②,Foreign,이데일리,1
史,Foreign,티브이데일리,1
性,Foreign,골프타임즈,1
性,Foreign,제민일보,1
性,Foreign,한국금융신문,1
新,Foreign,조선일보,1
月,Foreign,스타뉴스,1
月,Foreign,이데일리,1
月,Foreign,이투데이,2
月,Foreign,파이낸셜뉴스,1
美,Foreign,녹색경제신문,1
美,Foreign,비욘드포스트,1
美,Foreign,스타트업투데이,1
美,Foreign,환경미디어,1
靑,Foreign,경상매일신문,1
靑,Foreign,베타뉴스,1
靑,Foreign,이투데이,1
高,Foreign,울산종합일보,1
가,Josa,글로벌이코노믹,2
가,Josa,뉴스브라이트,1
가,Josa,뉴스인사이드,1
가,Josa,뉴스타운,1
가,Josa,더리더,1
가,Josa,매일경제,1
가,Josa,머니투데이,2
가,Josa,문화뉴스,1
가,Josa,비욘드포스트,1
가,Josa,스타트업투데이,1
가,Josa,시사저널,1
가,Josa,시선뉴스,1
가,Josa,업코리아,2
가,Josa,엘르,1
가,Josa,월간조선,1
가,Josa,위키트리,2
가,Josa,이데일리,1
가,Josa,일간리더스경제,1
가,Josa,일요시사,1
가,Josa,일요신문,1
가,Josa,제주교통복지신문,1
가,Josa,한겨례,1
가,Josa,허프포스트코리아,1
가,Verb,경향신문,1
가,Verb,굿모닝경제,1
가,Verb,뉴스웨이,1
가,Verb,뉴스컬처,1
가,Verb,스포츠경향,1
가,Verb,아시아뉴스통신,1
가,Verb,월간조선,1
가격,Noun,YTN,1
가까운,Adjective,남도일보,1
가까운,Adjective,인터뷰365,1
가능,Noun,조세일보,1
가능할까,Adjective,MBC,1
가사노동,Noun,뉴스인사이드,1
가이드,Noun,리서치페이퍼,1
가이드,Noun,한국경제,2
가이드라인,Noun,헤럴드경제,1
가입,Noun,일간리더스경제,1
가져가는,Verb,공감신문,1
가족,Noun,Queen,1
가족,Noun,SBS funE,1
가족,Noun,경기일보,1
가족,Noun,경인일보,1
가족,Noun,국제신문,1
가족,Noun,뉴스1,1
가족,Noun,뉴스웨이,1
가족,Noun,뉴스인사이드,2
가족,Noun,마이데일리,1
가족,Noun,매일경제,1
가족,Noun,머니투데이,1
가족,Noun,미디어펜,1
가족,Noun,서울경제,1
가족,Noun,스포츠경향,1
가족,Noun,스포츠서울,1
가족,Noun,스포츠한국,1
가족,Noun,아시아경제,1
가족,Noun,오가닉라이프신문,1
가족,Noun,위키트리,2
가족,Noun,인사이트,1
가족,Noun,조선일보,1
가족,Noun,중부일보,1
가족,Noun,한국경제,1
가족,Noun,한국금융신문,1
가족,Noun,허프포스트코리아,1
가지,Noun,EBN,1
각광,Noun,일간리더스경제,1
각양각색,Noun,한스경제,1
각종,Noun,일간리더스경제,1
간,Noun,업코리아,2
간과,Noun,제민일보,1
간다,Noun,뉴스인사이드,1
갈등,Noun,한국금융신문,1
감,Noun,국민일보,2
감,Noun,국제신문,1
감,Noun,뉴스토마토,1
감,Noun,마이데일리,1
감,Noun,매일경제,1
감,Noun,머니투데이,1
감,Noun,스포츠투데이,1
감,Noun,월간조선,1
감,Noun,위키트리,1
감,Noun,조선일보,1
감,Noun,중도일보,1
감,Noun,파이낸셜뉴스,1
감자,Noun,서울와이어,1
갑론,Noun,국제신문,1
갑론,Noun,뉴스인사이드,1
갑론,Noun,이데일리,1
갑부,Noun,조선일보,1
갑자기,Noun,더리더,1
갑작스런,Adjective,일간리더스경제,1
값,Noun,세계일보,1
값,Noun,아시아투데이,1
강남,Noun,KBS,1
강남,Noun,MK스포츠,1
강남,Noun,UPI뉴스,1
강남,Noun,국민일보,1
강남,Noun,글로벌이코노믹,1
강남,Noun,금강일보,2
강남,Noun,남도일보,1
강남,Noun,더셀럽,1
강남,Noun,동아일보,1
강남,Noun,마이데일리,3
강남,Noun,매일경제,2
강남,Noun,문화일보,1
강남,Noun,미디어스,1
강남,Noun,민중의소리,1
강남,Noun,부산일보,2
강남,Noun,브릿지경제,1
강남,Noun,서울경제,1
강남,Noun,세계일보,1
강남,Noun,스타뉴스,1
강남,Noun,스포츠서울,2
강남,Noun,스포츠투데이,1
강남,Noun,스포츠한국,1
강남,Noun,시선뉴스,1
강남,Noun,싱글리스트,2
강남,Noun,아시아뉴스통신,1
강남,Noun,업코리아,1
강남,Noun,여성조선,1
강남,Noun,오가닉라이프신문,1
강남,Noun,위키트리,1
강남,Noun,인사이트,2
강남,Noun,조선일보,1
강남,Noun,중부일보,1
강남,Noun,충청리뷰,1
강남,Noun,티브이데일리,1
강남,Noun,한스경제,1
강요,Noun,전기신문,1
강행,Noun,에너지경제,1
강화,Noun,일간투데이,1
갖고,Verb,울산종합일보,1
같다,Adjective,브릿지경제,1
같다,Adjective,위키트리,1
같은,Adjective,매일경제,1
같은,Adjective,인사이트코리아,1
개,Noun,뉴스타운,1
개,Noun,마이데일리,1
개,Noun,시민일보,1
개,Noun,일요시사,1
개선,Noun,스포츠투데이,1
갯수,Noun,국제신문,1
거대,Noun,티브이데일리,1
거위,Noun,포쓰저널,1
걱정,Noun,머니투데이,1
걱정,Noun,일요시사,1
걱정,Noun,한국금융신문,1
건물,Noun,MBN,1
건물,Noun,YTN,1
건물,Noun,경상일보,2
건물,Noun,경인일보,1
건물,Noun,광명지역신문,1
건물,Noun,글로벌에듀,1
건물,Noun,글로벌이코노믹,1
건물,Noun,금강일보,1
건물,Noun,뉴시스,1
건물,Noun,더리더,1
건물,Noun,더셀럽,1
건물,Noun,매경이코노미,1
건물,Noun,매일경제,1
건물,Noun,머니S,1
건물,Noun,미디어스,1
건물,Noun,부산일보,1
건물,Noun,스포츠Q,2
건물,Noun,시사매거진,1
건물,Noun,아주경제,1
건물,Noun,업코리아,1
건물,Noun,에너지경제,1
건물,Noun,여성조선,1
건물,Noun,연합뉴스,1
건물,Noun,영남일보,1
건물,Noun,이데일리,1
건물,Noun,이코노뉴스,1
건물,Noun,인사이트코리아,1
건물,Noun,한국경제,2
건물,Noun,한국일보,1
건전하고,Adjective,독서신문,1
걸까,Verb,경향신문,1
걸까,Verb,한겨례,1
검색어,Noun,마이데일리,1
것,Noun,경남매일신문,1
것,Noun,공감신문,1
것,Noun,부산일보,1
것,Noun,브릿지경제,1
것,Noun,비욘드포스트,1
것,Noun,위키트리,1
것,Noun,이투데이,2
것,Noun,파이낸셜 뉴스,1
게,Josa,스타트업투데이,1
게시,Noun,위키트리,1
겨,Noun,전기신문,1
겪은,Verb,녹색경제신문,1
결과,Noun,위키트리,1
경보,Noun,이투데이,2
경영,Noun,스타데일리뉴스,1
경위,Noun,아시아뉴스통신,1
경쟁,Noun,베타뉴스,1
경종,Noun,베타뉴스,1
계,Suffix,광명지역신문,1
계,Suffix,인사이트코리아,1
고,Josa,EBN,1
고,Josa,데일리한국,1
고발,Noun,경향신문,1
고발,Noun,글로벌이코노믹,1
고발,Noun,녹색경제신문,1
고발,Noun,뉴스인사이드,1
고발,Noun,뉴스컬처,1
고발,Noun,아시아경제,1
고발,Noun,아주경제,1
고발,Noun,영남일보,1
고발,Noun,이데일리,1
고발,Noun,톱스타뉴스,1
고발,Noun,환경미디어,1
고작,Noun,울산종합일보,1
고작,Noun,일간투데이,1
고정관념,Noun,골프타임즈,1
고정관념,Noun,제민일보,1
고정관념,Noun,한국금융신문,1
고착,Noun,뉴스인사이드,1
공간,Noun,인사이트,1
공개,Noun,경남매일신문,1
공개,Noun,데일리그리드,2
공개,Noun,데일리시큐,1
공개,Noun,문화뉴스,1
공개,Noun,아시아뉴스통신,1
공개,Noun,아시아투데이,1
공룡,Noun,시사저널,1
공부,Noun,조선에듀,1
공부,Noun,조선일보,1
공부,Noun,파이낸셜뉴스,1
공유,Noun,이투데이,2
과,Josa,경향신문,1
과,Josa,국제신문,1
과,Josa,비욘드포스트,1
과,Josa,월간조선,1
과,Josa,한국경제,1
과거,Noun,MBN,1
과거,Noun,YTN,1
과거,Noun,국제신문,1
과거,Noun,뉴스1,1
과거,Noun,뉴스인사이드,1
과거,Noun,뉴스컬처,1
과거,Noun,매일경제,1
과거,Noun,문화뉴스,1
과거,Noun,미디어스,1
과거,Noun,스포츠투데이,1
과거,Noun,아시아경제,1
과거,Noun,안전신문,1
과거,Noun,영남일보,1
과거,Noun,이데일리,1
과도,Noun,베타뉴스,1
과열,Noun,한국금융신문,1
과장,Noun,국제신문,1
과장,Noun,데일리한국,1
과장,Noun,부산일보,1
과장,Noun,중도일보,1
관련,Noun,위키트리,1
관리,Noun,경남데일리,1
관심,Noun,경기도민일보,1
관심,Noun,금강일보,1
관심,Noun,뉴스타운,1
관심,Noun,더셀럽,1
관심,Noun,마이데일리,1
관심,Noun,영남일보,1
광고,Noun,Queen,1
광고,Noun,SR타임스,1
광고,Noun,경향신문,1
광고,Noun,국제신문,2
광고,Noun,굿모닝경제,1
광고,Noun,금강일보,2
광고,Noun,뉴스1,1
광고,Noun,뉴스타운,1
광고,Noun,마이데일리,2
광고,Noun,매일경제,1
광고,Noun,머니투데이,1
광고,Noun,브릿지경제,1
광고,Noun,서울경제,1
광고,Noun,스포츠경향,1
광고,Noun,시선뉴스,1
광고,Noun,아시아경제,1
광고,Noun,월간조선,1
광고,Noun,이데일리,2
광고,Noun,이코노뉴스,1
광고,Noun,인사이트,1
광고,Noun,제민일보,1
광고,Noun,중도일보,1
광고,Noun,하비엔,1
광고,Noun,한강타임즈,1
광고,Noun,한스경제,1
괜찮은,Adjective,경향신문,1
괴물,Noun,경상매일신문,1
괴물,Noun,이투데이,2
괴물,Noun,티브이데일리,1
교육,Noun,국제신문,1
구,Modifier,AI타임스,1
구,Modifier,SR타임스,1
구,Modifier,강원일보,1
구,Modifier,경상매일신문,2
구,Modifier,금강일보,1
구,Modifier,녹색경제신문,1
구,Modifier,뉴스1,1
구,Modifier,뉴스렙,1
구,Modifier,뉴스인사이드,2
구,Modifier,뉴스컬처,1
구,Modifier,뉴스투데이,1
구,Modifier,더리더,1
구,Modifier,더셀럽,1
구,Modifier,문화뉴스,1
구,Modifier,법률방송뉴스,2
구,Modifier,시사매거진,1
구,Modifier,아시아타임즈,1
구,Modifier,아주경제,1
구,Modifier,업코리아,1
구,Modifier,이투데이,2
구,Modifier,한국경제,1
구,Modifier,한스경제,1
구,Modifier,환경미디어,1
구급차,Noun,문화일보,1
구급차,Noun,한국금융신문,1
구독,Noun,대구일보,1
구독,Noun,마이데일리,1
구독,Noun,민중의소리,1
구독,Noun,아시아투데이,1
구독,Noun,조선일보,1
구독,Noun,톱스타뉴스,1
구독,Noun,화이트페이퍼,1
구매,Noun,녹색경제신문,1
구십,Modifier,경상일보,2
구십,Modifier,광명지역신문,1
구십,Modifier,글로벌에듀,1
구입,Noun,환경미디어,1
구조,Noun,문화일보,1
구조,Noun,엑스포츠뉴스,1
구조,Noun,한국금융신문,1
구호단체,Noun,아주경제,1
국내,Noun,매일신문,1
국내,Noun,머니S,1
국내,Noun,브릿지경제,1
국내,Noun,아시아경제,1
국내,Noun,허프포스트코리아,1
국민,Noun,경남매일신문,1
국민,Noun,경상매일신문,1
국민,Noun,마이데일리,1
국민,Noun,베타뉴스,1
국민,Noun,아시아투데이,1
국민,Noun,이투데이,1
국민,Noun,톱스타뉴스,1
국민,Noun,한스경제,1
국제,Noun,아주경제,1
굶,Verb,전기신문,1
권,Suffix,마이데일리,1
규모,Noun,뉴스인사이드,1
규모,Noun,에너지경제,1
규정,Noun,국제신문,1
규제,Noun,울산종합일보,1
규제,Noun,일간투데이,1
규제,Noun,조선일보,1
그,Determiner,국민일보,1
그,Determiner,리서치페이퍼,1
그,Determiner,스포츠투데이,1
그,Determiner,위키트리,1
그,Noun,한라일보,1
그것,Noun,CNB저널,1
그것,Noun,데일리한국,1
그것,Noun,싱글리스트,1
그것,Noun,포쓰저널,1
그것,Noun,한국경제,2
그냥,Noun,부산일보,1
그러면,Adverb,일간리더스경제,1
그릇,Noun,녹색경제신문,1
그릇,Noun,뉴스렙,1
그리고,Conjunction,스포츠Q,1
그림자,Noun,일요신문,1
그만,Adverb,이데일리,1
그저,Adverb,문화뉴스,1
그저,Adverb,위키리스크한국,1
극,Suffix,국제신문,1
극,Suffix,중도일보,1
극,Suffix,티브이데일리,1
글,Noun,문화뉴스,1
글,Noun,아시아투데이,1
글,Noun,위키트리,1
글,Noun,조선일보,1
글,Noun,화이트페이퍼,1
금액,Noun,경상매일신문,1
금액,Noun,중도일보,1
금액,Noun,화이트페이퍼,1
금지,Noun,이데일리,1
급,Suffix,국제뉴스,1
급,Suffix,뉴스타운,1
급,Suffix,데일리그리드,1
급,Suffix,스타트업투데이,1
급부,Noun,경기도민일보,1
급부,Noun,내외뉴스통신,1
급부,Noun,충청매일,1
급증,Noun,금강일보,1
기다리는,Verb,한국경제,1
기다림,Noun,한국경제,1
기록,Noun,일간리더스경제,1
기부,Noun,국제신문,1
기승,Noun,조선일보,1
기업,Noun,한국금융신문,1
기적,Noun,일요신문,1
기준,Noun,데일리한국,1
기획,Noun,글로벌에듀,1
기획,Noun,뉴스브라이트,1
기획,Noun,블록체인밸리,2
길,Noun,AI타임스,1
길,Noun,경인일보,1
길,Noun,국제신문,1
길,Noun,메트로신문,1
길,Noun,미디어펜,1
길,Noun,서울신문,1
길,Noun,이뉴스투데이,1
길,Noun,이투데이,2
길,Noun,톱스타뉴스,1
길,Noun,한국경제,1
길,Noun,한스경제,1
김성은,Noun,YTN,1
까지,Josa,MBC,1
까지,Josa,경상매일신문,1
까지,Josa,국민일보,1
까지,Josa,국제뉴스,1
까지,Josa,내외경제tv,1
까지,Josa,뉴스렙,1
까지,Josa,더셀럽,1
까지,Josa,문화뉴스,1
까지,Josa,아이뉴스,1
까지,Josa,아주경제,1
까지,Josa,이데일리,1
까지,Josa,한국경제,1
깜짝,Noun,스포츠한국,1
깜찍,Noun,천지일보,1
꼬마,Noun,YTN,1
꼬마,Noun,국제신문,1
꼬마,Noun,데일리한국,1
꼬마,Noun,울산종합일보,1
꼬마,Noun,일간투데이,1
꼬마,Noun,한국경제,1
꼭,Noun,아주경제,1
꿈,Noun,경향신문,1
꿈,Noun,세계일보,1
끝,Noun,녹색경제신문,1
끝,Noun,환경미디어,1
나,Josa,이데일리,1
나,Josa,조선일보,1
나,Noun,SBS funE,1
나,Noun,뉴스렙,1
나,Noun,이뉴스투데이,1
나,Noun,티브이데일리,1
나,Noun,하비엔,1
나가는,Verb,이데일리,1
나도,Verb,조선일보,1
나무,Noun,문화뉴스,1
나무,Noun,톱스타뉴스,1
나무,Noun,화이트페이퍼,1
나온,Verb,위키트리,1
낙점,Noun,기호일보,1
낙점,Noun,당진신문,1
난리,Noun,경상일보,1
난리,Noun,글로벌에듀,1
난리,Noun,위키트리,1
날,Noun,위키트리,1
날로,Noun,파이낸셜 뉴스,1
남긴다,Verb,녹색경제신문,1
남짓,Noun,울산종합일보,1
남짓,Noun,일간투데이,1
납부,Noun,천지일보,1
났네,Verb,경상일보,1
낮았으나,Adjective,스포츠투데이,1
내,Determiner,인사이트,1
내년,Noun,법률방송뉴스,1
내용,Noun,sbn뉴스,1
내용,Noun,광명지역신문,1
내용,Noun,글로벌에듀,1
내용,Noun,시사매거진,2
내용,Noun,아주경제,2
내용,Noun,업코리아,1
낸,Verb,인사이트코리아,1
낸다,Verb,인사이트,1
냉혹,Noun,일요신문,1
너,Modifier,CIVIC뉴스,1
너,Modifier,세계일보,1
너무,Adverb,위키트리,1
너비,Noun,기호일보,1
너비,Noun,당진신문,1
너비,Noun,충청리뷰,1
너비,Noun,충청매일,1
넘는,Verb,시사매거진,1
넘는,Verb,아이뉴스,1
넘는,Verb,업코리아,1
넘어간,Verb,글로벌에듀,1
넘었다,Verb,아주경제,1
넘은,Verb,국제뉴스,1
넘은,Verb,매일경제,1
넘자,Verb,sbn뉴스,1
네티즌,Noun,경상일보,1
네티즌,Noun,교통신문,1
네티즌,Noun,뉴스웨이,1
네티즌,Noun,뉴스인사이드,1
네티즌,Noun,한스경제,1
노,Noun,EBN,1
노,Noun,부산일보,1
노동법,Noun,BBC News 코리아,1
논란,Noun,AI타임스,1
논란,Noun,CIVIC뉴스,1
논란,Noun,CNB저널,1
논란,Noun,UPI뉴스,1
논란,Noun,YTN,2
논란,Noun,국제뉴스,1
논란,Noun,국제신문,1
논란,Noun,뉴스1,1
논란,Noun,뉴스웨이,1
논란,Noun,뉴스인사이드,3
논란,Noun,대구일보,1
논란,Noun,리서치페이퍼,1
논란,Noun,매일경제,1
논란,Noun,머니S,2
논란,Noun,머니투데이,1
논란,Noun,문화뉴스,1
논란,Noun,미디어스,1
논란,Noun,부산일보,2
논란,Noun,서울경제,1
논란,Noun,서울신문,2
논란,Noun,스포츠경향,1
논란,Noun,스포츠투데이,1
논란,Noun,시선뉴스,1
논란,Noun,아이뉴스,1
논란,Noun,업코리아,1
논란,Noun,에너지경제,1
논란,Noun,전기신문,1
논란,Noun,충청리뷰,1
논란,Noun,티브이데일리,2
논란,Noun,한국경제,2
논란,Noun,한국금융신문,1
논란,Noun,한국정경신문,1
논란,Noun,한스경제,1
논란,Noun,환경미디어,1
놀라,Verb,로이슈,1
놀라,Verb,웹데일리,1
놀러,Verb,업코리아,2
놀이,Noun,sbn뉴스,1
놀이,Noun,뉴스1,1
놀이,Noun,뉴스인사이드,1
놀이,Noun,축산신문,1
높다,Adjective,뉴스웍스,1
높아지는,Verb,일간투데이,1
높은,Adjective,아주경제,1
누가,Noun,노컷뉴스,1
누구,Noun,뉴스컬처,1
누구,Noun,더셀럽,1
누구,Noun,데일리안,1
누구,Noun,마이데일리,1
누구,Noun,머니S,1
누구,Noun,스타뉴스,1
누구,Noun,아시아투데이,1
누구,Noun,울산종합일보,1
누구,Noun,조선일보,1
누구,Noun,한국일보,1
누군가,Noun,월간조선,1
누리꾼,Noun,브릿지경제,1
누리꾼,Noun,아시아투데이,3
누리꾼,Noun,위키리스크한국,1
누리꾼,Noun,이데일리,1
누리꾼,Noun,중도일보,2
누리꾼,Noun,화이트페이퍼,2
누적,Noun,한국일보,1
눈,Noun,문화일보,1
눈,Noun,시사매거진,1
눈길,Noun,금강일보,1
눈길,Noun,당진신문,1
눈길,Noun,에너지경제,1
눈길,Noun,전기신문,1
눈길,Noun,천지일보,1
눈길,Noun,하비엔,1
뉴미디어,Noun,매일경제,1
느껴,Verb,조선일보,1
느껴진다,Verb,아주경제,1
느끼는,Verb,매일경제,1
느낀다,Verb,위키트리,1
느낀다,Verb,중도일보,1
는,Josa,BBC News 코리아,1
는,Josa,EBN,1
는,Josa,SBS funE,1
는,Josa,UPI뉴스,1
는,Josa,경남데일리,1
는,Josa,공감신문,1
는,Josa,광명지역신문,1
는,Josa,국제뉴스,2
는,Josa,글로벌에듀,1
는,Josa,기호일보,1
는,Josa,노컷뉴스,1
는,Josa,뉴스렙,1
는,Josa,뉴스브라이트,1
는,Josa,데일리안,1
는,Josa,마이데일리,1
는,Josa,매일경제,1
는,Josa,매일신문,2
는,Josa,미주한국일보,1
는,Josa,법률방송뉴스,1
는,Josa,부산일보,1
는,Josa,브릿지경제,1
는,Josa,비욘드포스트,1
는,Josa,서울와이어,1
는,Josa,스포츠서울,1
는,Josa,시사매거진,3
는,Josa,여성조선,1
는,Josa,위키리스크한국,1
는,Josa,이뉴스투데이,1
는,Josa,이데일리,1
는,Josa,인사이트,2
는,Josa,인사이트코리아,1
는,Josa,일요시사,1
는,Josa,전기신문,1
는,Josa,조선일보,1
는,Josa,중도일보,1
는,Josa,티브이데일리,1
는,Josa,하비엔,1
는,Josa,한국금융신문,1
는,Josa,한국일보,1
는,Josa,한라일보,1
는,Josa,화이트페이퍼,1
는,Verb,일요신문,1
는,Verb,한국일보,1
능가,Noun,비욘드포스트,1
능가,Noun,제주교통복지신문,1
능력,Noun,MBN,1
능력,Noun,비욘드포스트,1
능력,Noun,스타트업투데이,1
능력,Noun,제주교통복지신문,1
니,Josa,뉴스인사이드,1
다는,Verb,월간조선,1
다달이,Noun,경상일보,1
다달이,Noun,광명지역신문,1
다달이,Noun,글로벌에듀,1
다른,Noun,광명지역신문,1
다리,Noun,국제뉴스,1
다리,Noun,대구일보,1
다리,Noun,에너지경제,1
다리,Noun,전기신문,1
단,Modifier,환경미디어,1
단골,Noun,경상매일신문,1
단독,Noun,한강타임즈,1
단독주택,Noun,아주경제,1
단순,Noun,녹색경제신문,1
단순,Noun,업코리아,1
달,Noun,MBC,1
달,Noun,경인일보,1
달,Noun,국민일보,1
달,Noun,뉴스1,1
달,Noun,뉴스브라이트,1
달,Noun,뉴스웍스,1
달,Noun,뉴스인사이드,1
달,Noun,데일리한국,1
달,Noun,문화뉴스,1
달,Noun,조선일보,1
달,Noun,천지일보,1
달,Noun,티브이데일리,1
달,Noun,한강타임즈,1
달라,Noun,조선일보,1
달렸다,Verb,한국일보,1
달치,Noun,국제뉴스,1
달치,Noun,뉴스타운,1
달치,Noun,일요시사,1
담는,Verb,울산종합일보,1
담는,Verb,일간투데이,1
당,Suffix,뉴스컬처,1
당,Suffix,아주경제,1
당국,Noun,글로벌이코노믹,1
당하기도,Adjective,경향신문,1
당하기도,Adjective,녹색경제신문,1
당하기도,Adjective,영남일보,1
당하기도,Adjective,환경미디어,1
당해,Adjective,뉴스인사이드,1
당해,Adjective,아시아경제,1
당해,Adjective,이데일리,1
당했던,Adjective,톱스타뉴스,1
대,Foreign,경기일보,1
대,Foreign,뉴스웨이,1
대,Foreign,문화일보,1
대,Foreign,부산일보,1
대,Foreign,세계일보,1
대,Foreign,싱글리스트,1
대,Foreign,이데일리,1
대,Modifier,조선일보,1
대,Modifier,톱스타뉴스,1
대,Suffix,파이낸셜뉴스,1
대,Verb,YTN,1
대,Verb,스포츠서울,1
대,Verb,시선뉴스,1
대,Verb,한국금융신문,1
대기,Noun,국제신문,1
대기업,Noun,국제뉴스,1
대기업,Noun,뉴스타운,1
대기업,Noun,일요시사,1
